## [BeGaze]
## Converted from:	C:\Program Files\SMI\Experiment Suite 360\Experiment Center 2\Results\cogaid_rapidRead_1_8\P06-eye_data.idf
## Date:	28.03.2013 15:01:04
## Version:	BeGaze 3.2.28
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	816
## Reversed:	none
## [Run]
## Subject:	P06
## Description:	Run1
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;105)
## Calibration Point 2:	Position(1512;262)
## Calibration Point 3:	Position(1260;945)
## Calibration Point 4:	Position(167;787)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR
##
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
1446838341	SMP	1	389.74	172.80	389.74	172.80	
1446846635	SMP	1	399.72	180.88	399.72	180.88	
1446854979	SMP	1	409.86	164.64	409.86	164.64	
1446863318	SMP	1	396.03	158.28	396.03	158.28	
1446871706	SMP	1	428.65	152.74	428.65	152.74	
1446879966	SMP	1	405.22	165.03	405.22	165.03	
1446888322	SMP	1	427.80	160.49	427.80	160.49	
1446896682	SMP	1	410.59	174.52	410.59	174.52	
1446904973	SMP	1	418.56	193.05	418.56	193.05	
1446913293	SMP	1	410.79	170.13	410.79	170.13	
1446921695	SMP	1	417.59	181.97	417.59	181.97	
1446930104	SMP	1	412.16	160.92	412.16	160.92	
1446938325	SMP	1	415.46	157.41	415.46	157.41	
1446946710	SMP	1	414.51	156.50	414.51	156.50	
1446955081	SMP	1	416.36	169.73	416.36	169.73	
1446963471	SMP	1	415.52	159.79	415.52	159.79	
1446971727	SMP	1	408.19	164.24	408.19	164.24	
1446980064	SMP	1	401.10	173.42	401.10	173.42	
1446988429	SMP	1	398.95	171.80	398.95	171.80	
1446996816	SMP	1	404.68	155.72	404.68	155.72	
1447005018	SMP	1	392.25	133.01	392.25	133.01	
1447013466	SMP	1	392.19	134.29	392.19	134.29	
1447021883	SMP	1	400.57	164.59	400.57	164.59	
1447030183	SMP	1	416.08	125.87	416.08	125.87	
1447038430	SMP	1	523.09	154.35	523.09	154.35	
1447046850	SMP	1	536.46	126.95	536.46	126.95	
1447055190	SMP	1	533.65	128.55	533.65	128.55	
1447063427	SMP	1	534.61	134.27	534.61	134.27	
1447071841	SMP	1	534.34	167.93	534.34	167.93	
1447080193	SMP	1	534.00	147.75	534.00	147.75	
1447088568	SMP	1	534.24	130.71	534.24	130.71	
1447096824	SMP	1	527.27	128.36	527.27	128.36	
1447105188	SMP	1	527.88	149.57	527.88	149.57	
1447113575	SMP	1	513.47	127.07	513.47	127.07	
1447121982	SMP	1	513.96	155.12	513.96	155.12	
1447130194	SMP	1	515.69	150.84	515.69	150.84	
1447138564	SMP	1	531.29	148.62	531.29	148.62	
1447146957	SMP	1	520.28	130.43	520.28	130.43	
1447155324	SMP	1	534.74	143.38	534.74	143.38	
1447163551	SMP	1	507.74	139.33	507.74	139.33	
1447171948	SMP	1	512.17	172.16	512.17	172.16	
1447180311	SMP	1	500.11	168.72	500.11	168.72	
1447188558	SMP	1	504.68	173.66	504.68	173.66	
1447196951	SMP	1	528.04	140.57	528.04	140.57	
1447205347	SMP	1	509.35	371.30	509.35	371.30	
1447213827	SMP	1	491.29	337.28	491.29	337.28	
1447221971	SMP	1	472.95	394.46	472.95	394.46	
1447230313	SMP	1	491.15	395.11	491.15	395.11	
1447238694	SMP	1	506.61	384.17	506.61	384.17	
1447247067	SMP	1	491.74	389.08	491.74	389.08	
1447255342	SMP	1	506.86	408.55	506.86	408.55	
1447263692	SMP	1	491.01	421.72	491.01	421.72	
1447272090	SMP	1	491.73	432.33	491.73	432.33	
1447280469	SMP	1	491.86	439.00	491.86	439.00	
1447288709	SMP	1	500.66	395.04	500.66	395.04	
1447297023	SMP	1	501.93	385.63	501.93	385.63	
1447305430	SMP	1	505.60	385.48	505.60	385.48	
1447313803	SMP	1	516.14	386.17	516.14	386.17	
1447322083	SMP	1	500.08	395.48	500.08	395.48	
1447330475	SMP	1	507.76	428.86	507.76	428.86	
1447338832	SMP	1	512.59	378.72	512.59	378.72	
1447347078	SMP	1	507.48	393.10	507.48	393.10	
1447355436	SMP	1	509.58	404.29	509.58	404.29	
1447363835	SMP	1	509.40	393.84	509.40	393.84	
1447372183	SMP	1	508.80	459.19	508.80	459.19	
1447380429	SMP	1	510.23	384.31	510.23	384.31	
1447388775	SMP	1	507.91	384.14	507.91	384.14	
1447397200	SMP	1	506.07	447.25	506.07	447.25	
1447405566	SMP	1	510.09	440.35	510.09	440.35	
1447413835	SMP	1	504.03	524.20	504.03	524.20	
1447422201	SMP	1	510.16	519.64	510.16	519.64	
1447430551	SMP	1	506.48	530.21	506.48	530.21	
1447439000	SMP	1	504.34	536.90	504.34	536.90	
1447447216	SMP	1	499.23	533.52	499.23	533.52	
1447455574	SMP	1	487.19	539.70	487.19	539.70	
1447463928	SMP	1	489.18	546.40	489.18	546.40	
1447472224	SMP	1	497.79	537.05	497.79	537.05	
1447480568	SMP	1	489.40	545.49	489.40	545.49	
1447488967	SMP	1	490.70	545.94	490.70	545.94	
1447497295	SMP	1	497.21	540.33	497.21	540.33	
1447505551	SMP	1	486.06	552.77	486.06	552.77	
1447513929	SMP	1	494.71	538.72	494.71	538.72	
1447522349	SMP	1	487.61	542.23	487.61	542.23	
1447530712	SMP	1	478.05	540.15	478.05	540.15	
1447538949	SMP	1	491.16	524.26	491.16	524.26	
1447547317	SMP	1	488.58	544.52	488.58	544.52	
1447555679	SMP	1	489.15	539.25	489.15	539.25	
1447564040	SMP	1	446.42	546.22	446.42	546.22	
1447572348	SMP	1	479.03	541.08	479.03	541.08	
1447580708	SMP	1	499.53	525.46	499.53	525.46	
1447589011	SMP	1	479.57	536.23	479.57	536.23	
1447597313	SMP	1	480.31	537.04	480.31	537.04	
1447605666	SMP	1	485.08	539.15	485.08	539.15	
1447614064	SMP	1	497.80	521.74	497.80	521.74	
1447622434	SMP	1	490.49	538.02	490.49	538.02	
1447630739	SMP	1	476.87	541.20	476.87	541.20	
1447639009	SMP	1	464.23	545.62	464.23	545.62	
1447647420	SMP	1	476.01	544.95	476.01	544.95	
1447655831	SMP	1	472.60	543.53	472.60	543.53	
1447664143	SMP	1	465.17	546.94	465.17	546.94	
1447672393	SMP	1	459.25	546.32	459.25	546.32	
1447680855	SMP	1	468.03	542.02	468.03	542.02	
1447689152	SMP	1	460.60	548.87	460.60	548.87	
1447697411	SMP	1	458.06	548.52	458.06	548.52	
1447705797	SMP	1	481.63	546.20	481.63	546.20	
1447714185	SMP	1	595.01	546.16	595.01	546.16	
1447722575	SMP	1	624.87	538.99	624.87	538.99	
1447730829	SMP	1	625.72	524.73	625.72	524.73	
1447739165	SMP	1	619.77	529.63	619.77	529.63	
1447747559	SMP	1	617.58	537.63	617.58	537.63	
1447755808	SMP	1	623.43	534.00	623.43	534.00	
1447764207	SMP	1	622.75	509.44	622.75	509.44	
1447772583	SMP	1	618.22	530.12	618.22	530.12	
1447780933	SMP	1	626.33	521.60	626.33	521.60	
1447789118	SMP	1	625.17	525.21	625.17	525.21	
1447797552	SMP	1	625.33	528.06	625.33	528.06	
1447805895	SMP	1	627.16	522.51	627.16	522.51	
1447814327	SMP	1	625.56	527.23	625.56	527.23	
1447822585	SMP	1	625.54	523.83	625.54	523.83	
1447830933	SMP	1	627.20	527.86	627.20	527.86	
1447839315	SMP	1	627.88	528.39	627.88	528.39	
1447847726	SMP	1	627.36	520.05	627.36	520.05	
1447855928	SMP	1	625.87	529.02	625.87	529.02	
1447864305	SMP	1	627.15	523.13	627.15	523.13	
1447872674	SMP	1	625.15	521.27	625.15	521.27	
1447880917	SMP	1	628.05	519.99	628.05	519.99	
1447889334	SMP	1	626.60	525.14	626.60	525.14	
1447897686	SMP	1	623.63	516.21	623.63	516.21	
1447906059	SMP	1	626.84	514.14	626.84	514.14	
1447914292	SMP	1	623.02	517.15	623.02	517.15	
1447922718	SMP	1	622.02	515.17	622.02	515.17	
1447931044	SMP	1	623.92	515.07	623.92	515.07	
1447939427	SMP	1	625.28	514.36	625.28	514.36	
1447947709	SMP	1	624.58	518.71	624.58	518.71	
1447956062	SMP	1	624.66	515.79	624.66	515.79	
1447964413	SMP	1	622.40	512.74	622.40	512.74	
1447972815	SMP	1	623.66	516.65	623.66	516.65	
1447981040	SMP	1	623.13	512.60	623.13	512.60	
1447989414	SMP	1	624.10	521.20	624.10	521.20	
1447998011	SMP	1	634.57	518.52	634.57	518.52	
1448006075	SMP	1	624.00	517.67	624.00	517.67	
1448014447	SMP	1	623.11	522.14	623.11	522.14	
1448022821	SMP	1	627.22	523.67	627.22	523.67	
1448031186	SMP	1	636.06	521.39	636.06	521.39	
1448039421	SMP	1	626.78	519.43	626.78	519.43	
1448047826	SMP	1	625.23	517.83	625.23	517.83	
1448056203	SMP	1	629.41	526.48	629.41	526.48	
1448064590	SMP	1	623.44	489.17	623.44	489.17	
1448072821	SMP	1	599.19	428.79	599.19	428.79	
1448081181	SMP	1	500.02	366.20	500.02	366.20	
1448089554	SMP	1	489.31	291.12	489.31	291.12	
1448097971	SMP	1	480.54	281.48	480.54	281.48	
1448106170	SMP	1	454.60	244.00	454.60	244.00	
1448114551	SMP	1	468.21	288.55	468.21	288.55	
1448122920	SMP	1	464.36	307.62	464.36	307.62	
1448131355	SMP	1	466.29	283.35	466.29	283.35	
1448139555	SMP	1	469.11	301.60	469.11	301.60	
1448147975	SMP	1	471.28	298.69	471.28	298.69	
1448156303	SMP	1	468.33	279.47	468.33	279.47	
1448164575	SMP	1	466.95	299.95	466.95	299.95	
1448172946	SMP	1	460.70	304.47	460.70	304.47	
1448181295	SMP	1	467.36	308.65	467.36	308.65	
1448189656	SMP	1	466.05	279.00	466.05	279.00	
1448197901	SMP	1	463.68	303.05	463.68	303.05	
1448206299	SMP	1	473.22	306.95	473.22	306.95	
1448214659	SMP	1	468.73	151.64	468.73	151.64	
1448223080	SMP	1	468.25	308.40	468.25	308.40	
1448231286	SMP	1	469.77	310.37	469.77	310.37	
1448239688	SMP	1	466.20	291.70	466.20	291.70	
1448248088	SMP	1	463.82	317.36	463.82	317.36	
1448256419	SMP	1	464.02	232.34	464.02	232.34	
1448264661	SMP	1	468.35	299.81	468.35	299.81	
1448273066	SMP	1	465.28	312.92	465.28	312.92	
1448281368	SMP	1	470.84	294.88	470.84	294.88	
1448289670	SMP	1	466.59	250.64	466.59	250.64	
1448298007	SMP	1	467.01	314.35	467.01	314.35	
1448306418	SMP	1	471.63	253.45	471.63	253.45	
1448314785	SMP	1	476.41	291.51	476.41	291.51	
1448323086	SMP	1	474.25	309.84	474.25	309.84	
1448331450	SMP	1	458.28	238.27	458.28	238.27	
1448339811	SMP	1	466.91	316.70	466.91	316.70	
1448348178	SMP	1	462.66	308.64	462.66	308.64	
1448356424	SMP	1	458.06	284.01	458.06	284.01	
1448364788	SMP	1	463.46	280.34	463.46	280.34	
1448373183	SMP	1	456.08	296.82	456.08	296.82	
1448381538	SMP	1	451.95	296.81	451.95	296.81	
1448389747	SMP	1	452.07	290.62	452.07	290.62	
1448398174	SMP	1	449.60	279.22	449.60	279.22	
1448406588	SMP	1	450.59	300.23	450.59	300.23	
1448414795	SMP	1	449.89	289.34	449.89	289.34	
1448423170	SMP	1	449.96	289.78	449.96	289.78	
1448431533	SMP	1	447.67	287.18	447.67	287.18	
1448439913	SMP	1	449.76	277.01	449.76	277.01	
1448448159	SMP	1	449.13	285.55	449.13	285.55	
1448456580	SMP	1	448.50	291.54	448.50	291.54	
1448464918	SMP	1	450.58	285.84	450.58	285.84	
1448473312	SMP	1	452.59	282.80	452.59	282.80	
1448481556	SMP	1	459.26	290.48	459.26	290.48	
1448489950	SMP	1	452.96	296.24	452.96	296.24	
1448498290	SMP	1	456.73	308.32	456.73	308.32	
1448506662	SMP	1	456.70	301.48	456.70	301.48	
1448514906	SMP	1	460.37	288.23	460.37	288.23	
1448523310	SMP	1	468.56	298.36	468.56	298.36	
1448531705	SMP	1	463.95	332.74	463.95	332.74	
1448539920	SMP	1	467.94	308.06	467.94	308.06	
1448548289	SMP	1	470.86	305.09	470.86	305.09	
1448556668	SMP	1	466.86	317.57	466.86	317.57	
1448565065	SMP	1	472.41	331.75	472.41	331.75	
1448573326	SMP	1	471.63	305.28	471.63	305.28	
1448581669	SMP	1	471.72	332.74	471.72	332.74	
1448590014	SMP	1	472.00	307.28	472.00	307.28	
1448598430	SMP	1	475.97	310.92	475.97	310.92	
1448606770	SMP	1	475.22	334.69	475.22	334.69	
1448615062	SMP	1	468.66	336.23	468.66	336.23	
1448623420	SMP	1	476.05	330.99	476.05	330.99	
1448631782	SMP	1	475.20	324.70	475.20	324.70	
1448640046	SMP	1	474.33	323.65	474.33	323.65	
1448648437	SMP	1	472.47	303.09	472.47	303.09	
1448656805	SMP	1	473.43	329.80	473.43	329.80	
1448665113	SMP	1	477.28	324.45	477.28	324.45	
1448673419	SMP	1	490.54	318.98	490.54	318.98	
1448681746	SMP	1	480.76	319.13	480.76	319.13	
1448690175	SMP	1	474.35	324.72	474.35	324.72	
1448698422	SMP	1	473.09	322.14	473.09	322.14	
1448706794	SMP	1	478.90	314.68	478.90	314.68	
1448715168	SMP	1	476.81	312.73	476.81	312.73	
1448723585	SMP	1	473.58	328.83	473.58	328.83	
1448731777	SMP	1	483.75	329.64	483.75	329.64	
1448740196	SMP	1	483.40	358.37	483.40	358.37	
1448748531	SMP	1	487.53	378.81	487.53	378.81	
1448756895	SMP	1	491.97	373.67	491.97	373.67	
1448765153	SMP	1	492.05	358.83	492.05	358.83	
1448773553	SMP	1	481.25	386.06	481.25	386.06	
1448781911	SMP	1	488.79	382.97	488.79	382.97	
1448790282	SMP	1	493.40	402.96	493.40	402.96	
1448798547	SMP	1	489.76	396.93	489.76	396.93	
1448806947	SMP	1	496.43	392.12	496.43	392.12	
1448815288	SMP	1	499.48	378.22	499.48	378.22	
1448823564	SMP	1	498.84	395.71	498.84	395.71	
1448831992	SMP	1	498.99	393.07	498.99	393.07	
1448840287	SMP	1	501.46	398.24	501.46	398.24	
1448848723	SMP	1	494.83	397.23	494.83	397.23	
1448856939	SMP	1	497.02	399.25	497.02	399.25	
1448865327	SMP	1	497.01	377.17	497.01	377.17	
1448873722	SMP	1	497.80	377.60	497.80	377.60	
1448882096	SMP	1	495.85	422.73	495.85	422.73	
1448890297	SMP	1	495.92	391.91	495.92	391.91	
1448898686	SMP	1	498.71	395.43	498.71	395.43	
1448907010	SMP	1	496.17	400.01	496.17	400.01	
1448915423	SMP	1	498.05	387.77	498.05	387.77	
1448923663	SMP	1	497.55	398.28	497.55	398.28	
1448932066	SMP	1	500.49	402.33	500.49	402.33	
1448940415	SMP	1	500.01	385.29	500.01	385.29	
1448948804	SMP	1	500.09	399.71	500.09	399.71	
1448957052	SMP	1	500.41	402.85	500.41	402.85	
1448965430	SMP	1	499.13	399.65	499.13	399.65	
1448973900	SMP	1	506.54	404.35	506.54	404.35	
1448982026	SMP	1	503.88	391.63	503.88	391.63	
1448990407	SMP	1	506.69	405.74	506.69	405.74	
1448998775	SMP	1	518.13	422.53	518.13	422.53	
1449007165	SMP	1	523.83	428.74	523.83	428.74	
1449015435	SMP	1	519.10	430.82	519.10	430.82	
1449023814	SMP	1	527.61	436.10	527.61	436.10	
1449032163	SMP	1	535.67	445.59	535.67	445.59	
1449040552	SMP	1	538.64	426.40	538.64	426.40	
1449048907	SMP	1	539.25	450.83	539.25	450.83	
1449065495	SMP	1	543.15	440.05	543.15	440.05	
1449073923	SMP	1	548.15	454.85	548.15	454.85	
1449082124	SMP	1	551.59	446.39	551.59	446.39	
1449090570	SMP	1	550.35	450.95	550.35	450.95	
1449098957	SMP	1	546.64	455.21	546.64	455.21	
1449107127	SMP	1	549.63	446.57	549.63	446.57	
1449115544	SMP	1	548.32	458.01	548.32	458.01	
1449123915	SMP	1	550.04	454.12	550.04	454.12	
1449132283	SMP	1	552.24	449.40	552.24	449.40	
1449140553	SMP	1	551.48	447.90	551.48	447.90	
1449148969	SMP	1	555.40	454.08	555.40	454.08	
1449157278	SMP	1	556.40	451.17	556.40	451.17	
1449165864	SMP	1	551.89	446.45	551.89	446.45	
1449173896	SMP	1	553.95	445.69	553.95	445.69	
1449182290	SMP	1	552.87	449.39	552.87	449.39	
1449190645	SMP	1	553.81	445.93	553.81	445.93	
1449199057	SMP	1	553.97	451.72	553.97	451.72	
1449207301	SMP	1	553.93	449.47	553.93	449.47	
1449215676	SMP	1	553.90	450.31	553.90	450.31	
1449224047	SMP	1	560.39	462.27	560.39	462.27	
1449232256	SMP	1	565.98	526.44	565.98	526.44	
1449240648	SMP	1	569.24	550.94	569.24	550.94	
1449249013	SMP	1	575.27	577.92	575.27	577.92	
1449257430	SMP	1	576.22	566.10	576.22	566.10	
1449265650	SMP	1	581.14	591.14	581.14	591.14	
1449274041	SMP	1	581.91	593.54	581.91	593.54	
1449282443	SMP	1	586.20	599.18	586.20	599.18	
1449290774	SMP	1	586.68	599.31	586.68	599.31	
1449298986	SMP	1	591.07	597.25	591.07	597.25	
1449307393	SMP	1	591.66	599.63	591.66	599.63	
1449315769	SMP	1	592.00	598.08	592.00	598.08	
1449324165	SMP	1	593.46	595.10	593.46	595.10	
1449332445	SMP	1	595.18	596.88	595.18	596.88	
1449340772	SMP	1	593.60	597.24	593.60	597.24	
1449349134	SMP	1	594.10	597.27	594.10	597.27	
1449357501	SMP	1	594.42	595.30	594.42	595.30	
1449365815	SMP	1	595.07	595.44	595.07	595.44	
1449374155	SMP	1	594.27	596.52	594.27	596.52	
1449382523	SMP	1	594.03	594.81	594.03	594.81	
1449390817	SMP	1	595.27	595.31	595.27	595.31	
1449399126	SMP	1	593.25	592.06	593.25	592.06	
1449407531	SMP	1	594.15	592.39	594.15	592.39	
1449415936	SMP	1	594.73	592.82	594.73	592.82	
1449424154	SMP	1	592.72	593.20	592.72	593.20	
1449432522	SMP	1	593.21	592.96	593.21	592.96	
1449440907	SMP	1	615.27	594.76	615.27	594.76	
1449449292	SMP	1	631.36	595.94	631.36	595.94	
1449457538	SMP	1	649.18	594.21	649.18	594.21	
1449465862	SMP	1	649.05	592.53	649.05	592.53	
1449474283	SMP	1	650.09	592.63	650.09	592.63	
1449482630	SMP	1	661.61	591.74	661.61	591.74	
1449490932	SMP	1	660.46	592.16	660.46	592.16	
1449499280	SMP	1	660.52	589.96	660.52	589.96	
1449507640	SMP	1	658.15	589.71	658.15	589.71	
1449515891	SMP	1	659.83	590.51	659.83	590.51	
1449524308	SMP	1	659.80	590.32	659.80	590.32	
1449532679	SMP	1	662.81	590.75	662.81	590.75	
1449541022	SMP	1	663.67	589.52	663.67	589.52	
1449549278	SMP	1	663.52	589.99	663.52	589.99	
1449557644	SMP	1	664.55	586.52	664.55	586.52	
1449565992	SMP	1	664.44	586.53	664.44	586.53	
1449574421	SMP	1	663.50	584.53	663.50	584.53	
1449582751	SMP	1	664.63	582.81	664.63	582.81	
1449591009	SMP	1	662.75	584.21	662.75	584.21	
1449599391	SMP	1	666.53	582.90	666.53	582.90	
1449607878	SMP	1	665.97	582.64	665.97	582.64	
1449616027	SMP	1	668.01	580.97	668.01	580.97	
1449624391	SMP	1	667.63	578.31	667.63	578.31	
1449632812	SMP	1	667.59	577.71	667.59	577.71	
1449641012	SMP	1	667.94	574.78	667.94	574.78	
1449649437	SMP	1	667.56	578.83	667.56	578.83	
1449657817	SMP	1	649.19	582.33	649.19	582.33	
1449666130	SMP	1	590.74	582.12	590.74	582.12	
1449674422	SMP	1	558.75	585.51	558.75	585.51	
1449682797	SMP	1	555.21	586.78	555.21	586.78	
1449691169	SMP	1	548.61	588.54	548.61	588.54	
1449699526	SMP	1	548.19	588.50	548.19	588.50	
1449707850	SMP	1	544.99	588.96	544.99	588.96	
1449716142	SMP	1	551.00	592.31	551.00	592.31	
1449724533	SMP	1	548.75	593.75	548.75	593.75	
1449732911	SMP	1	548.05	593.64	548.05	593.64	
1449741145	SMP	1	546.63	594.01	546.63	594.01	
1449749529	SMP	1	547.52	589.40	547.52	589.40	
1449758103	SMP	1	549.06	588.27	549.06	588.27	
1449766307	SMP	1	549.45	585.84	549.45	585.84	
1449774496	SMP	1	549.65	581.40	549.65	581.40	
1449782901	SMP	1	553.90	585.11	553.90	585.11	
1449791260	SMP	1	548.19	581.70	548.19	581.70	
1449799546	SMP	1	553.54	581.55	553.54	581.55	
1449807963	SMP	1	553.06	580.24	553.06	580.24	
1449816315	SMP	1	550.97	579.11	550.97	579.11	
1449824649	SMP	1	551.46	580.75	551.46	580.75	
1449832914	SMP	1	543.48	582.82	543.48	582.82	
1449841303	SMP	1	537.76	589.08	537.76	589.08	
1449849662	SMP	1	529.63	592.41	529.63	592.41	
1449857995	SMP	1	533.84	594.43	533.84	594.43	
1449866236	SMP	1	521.01	596.80	521.01	596.80	
1449874629	SMP	1	520.69	598.49	520.69	598.49	
1449883006	SMP	1	523.52	600.23	523.52	600.23	
1449891424	SMP	1	520.24	602.63	520.24	602.63	
1449899671	SMP	1	519.14	602.85	519.14	602.85	
1449907975	SMP	1	514.30	606.39	514.30	606.39	
1449916382	SMP	1	515.22	606.66	515.22	606.66	
1449924678	SMP	1	513.76	608.95	513.76	608.95	
1449933012	SMP	1	514.56	607.34	514.56	607.34	
1449941417	SMP	1	515.37	605.76	515.37	605.76	
1449949908	SMP	1	512.86	608.22	512.86	608.22	
1449958025	SMP	1	513.93	603.08	513.93	603.08	
1449966354	SMP	1	514.74	606.26	514.74	606.26	
1449974785	SMP	1	513.71	605.92	513.71	605.92	
1449983113	SMP	1	514.94	604.21	514.94	604.21	
1449991384	SMP	1	515.83	606.70	515.83	606.70	
1449999792	SMP	1	517.67	607.60	517.67	607.60	
1450008150	SMP	1	518.22	607.50	518.22	607.50	
1450016574	SMP	1	517.82	604.45	517.82	604.45	
1450024776	SMP	1	518.15	606.50	518.15	606.50	
1450033141	SMP	1	517.65	606.63	517.65	606.63	
1450041508	SMP	1	519.53	606.38	519.53	606.38	
1450049808	SMP	1	519.02	607.51	519.02	607.51	
1450058133	SMP	1	520.09	607.57	520.09	607.57	
1450066504	SMP	1	520.79	610.00	520.79	610.00	
1450074895	SMP	1	520.01	609.83	520.01	609.83	
1450083174	SMP	1	519.53	609.59	519.53	609.59	
1450091510	SMP	1	519.93	608.85	519.93	608.85	
1450099913	SMP	1	518.90	611.98	518.90	611.98	
1450108271	SMP	1	519.60	611.96	519.60	611.96	
1450116510	SMP	1	519.20	614.16	519.20	614.16	
1450124881	SMP	1	519.23	616.05	519.23	616.05	
1450133308	SMP	1	518.80	616.37	518.80	616.37	
1450141769	SMP	1	520.27	614.40	520.27	614.40	
1450149914	SMP	1	519.51	618.80	519.51	618.80	
1450158265	SMP	1	520.06	616.25	520.06	616.25	
1450166675	SMP	1	519.18	619.79	519.18	619.79	
1450175035	SMP	1	518.71	618.33	518.71	618.33	
1450183253	SMP	1	517.40	619.62	517.40	619.62	
1450191579	SMP	1	517.89	616.13	517.89	616.13	
1450200011	SMP	1	525.57	613.44	525.57	613.44	
1450208274	SMP	1	616.20	624.03	616.20	624.03	
1450216673	SMP	1	637.06	617.77	637.06	617.77	
1450225034	SMP	1	644.05	620.23	644.05	620.23	
1450233352	SMP	1	643.43	621.74	643.43	621.74	
1450241641	SMP	1	647.33	625.40	647.33	625.40	
1450249974	SMP	1	645.55	628.04	645.55	628.04	
1450258408	SMP	1	598.60	636.61	598.60	636.61	
1450266722	SMP	1	583.98	642.50	583.98	642.50	
