## [BeGaze]
## Converted from:	C:\Program Files\SMI\Experiment Suite 360\Experiment Center 2\Results\cogaid_rapidRead_1_8\P06-eye_data.idf
## Date:	28.03.2013 15:01:04
## Version:	BeGaze 3.2.28
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	445
## Reversed:	none
## [Run]
## Subject:	P06
## Description:	Run1
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;105)
## Calibration Point 2:	Position(1512;262)
## Calibration Point 3:	Position(1260;945)
## Calibration Point 4:	Position(167;787)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR
##
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
1457398917	SMP	1	584.81	452.88	584.81	452.88	
1457407263	SMP	1	586.57	443.92	586.57	443.92	
1457415540	SMP	1	592.53	443.62	592.53	443.62	
1457423888	SMP	1	589.50	442.26	589.50	442.26	
1457432286	SMP	1	583.99	426.39	583.99	426.39	
1457440511	SMP	1	581.87	440.42	581.87	440.42	
1457448932	SMP	1	588.30	416.95	588.30	416.95	
1457457265	SMP	1	587.35	441.06	587.35	441.06	
1457465655	SMP	1	584.85	436.52	584.85	436.52	
1457473887	SMP	1	576.09	440.22	576.09	440.22	
1457482339	SMP	1	584.18	217.22	584.18	217.22	
1457490680	SMP	1	625.59	175.35	625.59	175.35	
1457499034	SMP	1	574.20	213.10	574.20	213.10	
1457507309	SMP	1	580.10	413.54	580.10	413.54	
1457515712	SMP	1	612.99	394.91	612.99	394.91	
1457524081	SMP	1	586.08	366.85	586.08	366.85	
1457532434	SMP	1	591.01	388.71	591.01	388.71	
1457540699	SMP	1	576.78	367.43	576.78	367.43	
1457549058	SMP	1	619.74	355.34	619.74	355.34	
1457557421	SMP	1	590.14	366.61	590.14	366.61	
1457567328	SMP	1	590.19	372.96	590.19	372.96	
1457574023	SMP	1	583.00	337.95	583.00	337.95	
1457582393	SMP	1	610.33	374.53	610.33	374.53	
1457590750	SMP	1	613.59	395.95	613.59	395.95	
1457599269	SMP	1	612.40	399.13	612.40	399.13	
1457608715	SMP	1	633.28	396.48	633.28	396.48	
1457615860	SMP	1	619.54	413.46	619.54	413.46	
1457624160	SMP	1	628.94	417.91	628.94	417.91	
1457632485	SMP	1	620.44	437.85	620.44	437.85	
1457640750	SMP	1	626.61	454.39	626.61	454.39	
1457649170	SMP	1	629.43	466.70	629.43	466.70	
1457657525	SMP	1	636.78	456.61	636.78	456.61	
1457665737	SMP	1	629.44	452.96	629.44	452.96	
1457674133	SMP	1	617.34	458.12	617.34	458.12	
1457682544	SMP	1	633.42	435.20	633.42	435.20	
1457690875	SMP	1	625.64	453.36	625.64	453.36	
1457699112	SMP	1	625.96	458.39	625.96	458.39	
1457707507	SMP	1	632.88	462.10	632.88	462.10	
1457715876	SMP	1	626.97	455.69	626.97	455.69	
1457724137	SMP	1	608.09	465.41	608.09	465.41	
1457732531	SMP	1	610.87	475.69	610.87	475.69	
1457740906	SMP	1	638.44	499.55	638.44	499.55	
1457749250	SMP	1	634.33	515.01	634.33	515.01	
1457757496	SMP	1	663.78	529.40	663.78	529.40	
1457765914	SMP	1	642.33	562.15	642.33	562.15	
1457774274	SMP	1	652.52	520.75	652.52	520.75	
1457782633	SMP	1	675.14	526.18	675.14	526.18	
1457790868	SMP	1	677.45	483.36	677.45	483.36	
1457799256	SMP	1	662.34	520.00	662.34	520.00	
1457807743	SMP	1	664.11	437.39	664.11	437.39	
1457816029	SMP	1	667.70	554.95	667.70	554.95	
1457824273	SMP	1	690.97	514.60	690.97	514.60	
1457832637	SMP	1	686.87	534.12	686.87	534.12	
1457841043	SMP	1	557.19	557.63	557.19	557.63	
1457849286	SMP	1	562.32	559.63	562.32	559.63	
1457857688	SMP	1	569.26	560.93	569.26	560.93	
1457865947	SMP	1	554.72	560.32	554.72	560.32	
1457874374	SMP	1	554.70	560.74	554.70	560.74	
1457882600	SMP	1	559.52	551.03	559.52	551.03	
1457891032	SMP	1	553.12	559.66	553.12	559.66	
1457899408	SMP	1	569.02	555.57	569.02	555.57	
1457907772	SMP	1	566.42	556.87	566.42	556.87	
1457916002	SMP	1	564.94	552.96	564.94	552.96	
1457924412	SMP	1	562.05	560.46	562.05	560.46	
1457932748	SMP	1	573.13	556.81	573.13	556.81	
1457941113	SMP	1	566.16	562.11	566.16	562.11	
1457949407	SMP	1	570.98	554.07	570.98	554.07	
1457957798	SMP	1	564.16	557.24	564.16	557.24	
1457966094	SMP	1	571.14	561.25	571.14	561.25	
1457974368	SMP	1	575.51	561.91	575.51	561.91	
1457982732	SMP	1	577.49	562.76	577.49	562.76	
1457991119	SMP	1	581.27	562.31	581.27	562.31	
1457999502	SMP	1	579.36	558.25	579.36	558.25	
1458007855	SMP	1	583.96	559.44	583.96	559.44	
1458016120	SMP	1	586.76	551.86	586.76	551.86	
1458024465	SMP	1	588.25	549.25	588.25	549.25	
1458032864	SMP	1	587.08	550.61	587.08	550.61	
1458041124	SMP	1	580.62	557.79	580.62	557.79	
1458049536	SMP	1	583.81	545.92	583.81	545.92	
1458057827	SMP	1	565.00	537.95	565.00	537.95	
1458066229	SMP	1	554.21	541.50	554.21	541.50	
1458074507	SMP	1	551.36	536.01	551.36	536.01	
1458082915	SMP	1	550.70	537.80	550.70	537.80	
1458091248	SMP	1	544.19	543.13	544.19	543.13	
1458099650	SMP	1	541.20	544.76	541.20	544.76	
1458107876	SMP	1	544.20	554.40	544.20	554.40	
1458116243	SMP	1	546.99	549.08	546.99	549.08	
1458124610	SMP	1	548.25	561.47	548.25	561.47	
1458132910	SMP	1	556.80	558.36	556.80	558.36	
1458141246	SMP	1	559.62	548.06	559.62	548.06	
1458149652	SMP	1	581.53	551.27	581.53	551.27	
1458157982	SMP	1	614.19	558.67	614.19	558.67	
1458166284	SMP	1	621.44	564.46	621.44	564.46	
1458174648	SMP	1	640.88	568.22	640.88	568.22	
1458182992	SMP	1	648.64	568.26	648.64	568.26	
1458191316	SMP	1	644.65	565.13	644.65	565.13	
1458199590	SMP	1	639.37	576.71	639.37	576.71	
1458208004	SMP	1	649.29	573.36	649.29	573.36	
1458216388	SMP	1	646.58	581.48	646.58	581.48	
1458224765	SMP	1	631.58	586.31	631.58	586.31	
1458232983	SMP	1	637.76	583.33	637.76	583.33	
1458241412	SMP	1	642.90	581.73	642.90	581.73	
1458249725	SMP	1	647.96	583.08	647.96	583.08	
1458257989	SMP	1	638.10	583.60	638.10	583.60	
1458266313	SMP	1	648.96	583.97	648.96	583.97	
1458274762	SMP	1	644.85	581.44	644.85	581.44	
1458283125	SMP	1	644.50	586.99	644.50	586.99	
1458291401	SMP	1	646.35	593.11	646.35	593.11	
1458299779	SMP	1	643.81	580.29	643.81	580.29	
1458308126	SMP	1	649.51	581.27	649.51	581.27	
1458316450	SMP	1	648.63	577.20	648.63	577.20	
1458324781	SMP	1	652.20	571.28	652.20	571.28	
1458333120	SMP	1	655.49	572.67	655.49	572.67	
1458341477	SMP	1	654.50	571.13	654.50	571.13	
1458349881	SMP	1	661.08	569.38	661.08	569.38	
1458358076	SMP	1	665.67	572.57	665.67	572.57	
1458366565	SMP	1	672.16	569.18	672.16	569.18	
1458374889	SMP	1	671.73	580.05	671.73	580.05	
1458383116	SMP	1	674.28	571.03	674.28	571.03	
1458391483	SMP	1	681.47	573.08	681.47	573.08	
1458399877	SMP	1	688.33	570.58	688.33	570.58	
1458408293	SMP	1	689.85	575.94	689.85	575.94	
1458416488	SMP	1	691.27	575.34	691.27	575.34	
1458424884	SMP	1	697.94	577.47	697.94	577.47	
1458433241	SMP	1	696.69	584.66	696.69	584.66	
1458441613	SMP	1	694.63	573.05	694.63	573.05	
1458449908	SMP	1	694.69	583.67	694.69	583.67	
1458458233	SMP	1	698.40	582.32	698.40	582.32	
1458466607	SMP	1	697.94	583.96	697.94	583.96	
1458475004	SMP	1	701.29	576.96	701.29	576.96	
1458483256	SMP	1	698.53	582.36	698.53	582.36	
1458491618	SMP	1	693.04	582.56	693.04	582.56	
1458499988	SMP	1	695.92	573.49	695.92	573.49	
1458508368	SMP	1	699.47	570.76	699.47	570.76	
1458516589	SMP	1	692.68	577.83	692.68	577.83	
1458525014	SMP	1	695.59	585.41	695.59	585.41	
1458533406	SMP	1	697.88	581.45	697.88	581.45	
1458541716	SMP	1	685.81	576.22	685.81	576.22	
1458550020	SMP	1	621.29	584.79	621.29	584.79	
1458558458	SMP	1	620.71	590.38	620.71	590.38	
1458566780	SMP	1	622.57	599.85	622.57	599.85	
1458574999	SMP	1	608.50	611.92	608.50	611.92	
1458583374	SMP	1	611.07	567.10	611.07	567.10	
1458591741	SMP	1	606.46	591.41	606.46	591.41	
1458600141	SMP	1	603.82	600.18	603.82	600.18	
1458608398	SMP	1	607.46	586.33	607.46	586.33	
1458616759	SMP	1	609.50	586.42	609.50	586.42	
1458625109	SMP	1	610.48	584.60	610.48	584.60	
1458633458	SMP	1	607.82	593.90	607.82	593.90	
1458641779	SMP	1	611.74	595.32	611.74	595.32	
1458650122	SMP	1	613.93	598.17	613.93	598.17	
1458658496	SMP	1	605.88	606.41	605.88	606.41	
1458666694	SMP	1	610.57	592.79	610.57	592.79	
1458675134	SMP	1	614.02	594.04	614.02	594.04	
1458683485	SMP	1	613.33	597.26	613.33	597.26	
1458691853	SMP	1	617.18	601.88	617.18	601.88	
1458700112	SMP	1	614.02	611.92	614.02	611.92	
1458708555	SMP	1	613.59	610.33	613.59	610.33	
1458716863	SMP	1	615.94	603.58	615.94	603.58	
1458725267	SMP	1	618.94	598.08	618.94	598.08	
1458733463	SMP	1	614.35	608.23	614.35	608.23	
1458741848	SMP	1	623.99	603.18	623.99	603.18	
1458750232	SMP	1	615.93	596.32	615.93	596.32	
1458758675	SMP	1	495.41	601.58	495.41	601.58	
1458766872	SMP	1	544.55	585.63	544.55	585.63	
1458775256	SMP	1	553.27	578.33	553.27	578.33	
1458783623	SMP	1	574.36	599.64	574.36	599.64	
1458791847	SMP	1	572.30	596.48	572.30	596.48	
1458800235	SMP	1	545.76	585.70	545.76	585.70	
1458808713	SMP	1	559.27	574.00	559.27	574.00	
1458816973	SMP	1	551.92	574.95	551.92	574.95	
1458825247	SMP	1	548.89	573.76	548.89	573.76	
1458833655	SMP	1	550.11	583.71	550.11	583.71	
1458841982	SMP	1	549.95	587.01	549.95	587.01	
1458850364	SMP	1	555.53	568.82	555.53	568.82	
1458858578	SMP	1	559.08	568.75	559.08	568.75	
1458866969	SMP	1	563.95	578.83	563.95	578.83	
1458875351	SMP	1	559.55	587.37	559.55	587.37	
1458883773	SMP	1	564.08	579.26	564.08	579.26	
1458891979	SMP	1	561.85	576.55	561.85	576.55	
1458900384	SMP	1	554.96	578.43	554.96	578.43	
1458908744	SMP	1	555.71	585.40	555.71	585.40	
1458917149	SMP	1	562.32	587.09	562.32	587.09	
1458925382	SMP	1	559.46	585.72	559.46	585.72	
1458933732	SMP	1	554.59	590.67	554.59	590.67	
1458942078	SMP	1	551.24	585.40	551.24	585.40	
1458950356	SMP	1	547.05	586.33	547.05	586.33	
1458958762	SMP	1	548.84	583.30	548.84	583.30	
1458967141	SMP	1	552.55	582.72	552.55	582.72	
1458975506	SMP	1	552.82	585.03	552.82	585.03	
1458983702	SMP	1	546.79	579.61	546.79	579.61	
1458992111	SMP	1	544.14	586.65	544.14	586.65	
1459000502	SMP	1	526.85	581.87	526.85	581.87	
1459008835	SMP	1	521.25	578.12	521.25	578.12	
1459017126	SMP	1	517.98	575.60	517.98	575.60	
1459025500	SMP	1	503.69	574.45	503.69	574.45	
1459033848	SMP	1	516.84	577.29	516.84	577.29	
1459042267	SMP	1	525.53	578.77	525.53	578.77	
1459050491	SMP	1	525.32	582.61	525.32	582.61	
1459058813	SMP	1	517.01	582.42	517.01	582.42	
1459067232	SMP	1	515.00	584.16	515.00	584.16	
1459075509	SMP	1	511.93	583.41	511.93	583.41	
1459083861	SMP	1	509.25	580.15	509.25	580.15	
1459092224	SMP	1	509.48	582.40	509.48	582.40	
1459100625	SMP	1	509.19	576.47	509.19	576.47	
1459108835	SMP	1	501.43	577.12	501.43	577.12	
1459117230	SMP	1	505.77	587.17	505.77	587.17	
1459125624	SMP	1	505.33	579.04	505.33	579.04	
1459133981	SMP	1	504.28	584.95	504.28	584.95	
1459142244	SMP	1	502.47	580.97	502.47	580.97	
1459150626	SMP	1	499.44	581.46	499.44	581.46	
1459158963	SMP	1	497.63	579.04	497.63	579.04	
1459167352	SMP	1	495.85	578.88	495.85	578.88	
1459175629	SMP	1	493.08	581.34	493.08	581.34	
1459183977	SMP	1	497.13	584.69	497.13	584.69	
1459192317	SMP	1	497.93	584.69	497.93	584.69	
1459200605	SMP	1	497.09	585.40	497.09	585.40	
1459208957	SMP	1	495.98	581.26	495.98	581.26	
1459217356	SMP	1	499.39	580.62	499.39	580.62	
1459225744	SMP	1	501.85	574.27	501.85	574.27	
1459233988	SMP	1	500.17	570.66	500.17	570.66	
1459242357	SMP	1	489.31	580.35	489.31	580.35	
1459250707	SMP	1	491.40	576.55	491.40	576.55	
1459259096	SMP	1	495.42	575.86	495.42	575.86	
1459267334	SMP	1	489.79	576.73	489.79	576.73	
1459275743	SMP	1	497.23	579.10	497.23	579.10	
1459284147	SMP	1	504.15	574.61	504.15	574.61	
1459292498	SMP	1	496.87	576.37	496.87	576.37	
1459300758	SMP	1	484.92	575.79	484.92	575.79	
1459309098	SMP	1	485.32	580.06	485.32	580.06	
1459317511	SMP	1	494.55	581.74	494.55	581.74	
1459325851	SMP	1	484.47	582.53	484.47	582.53	
1459334098	SMP	1	489.01	579.88	489.01	579.88	
1459342434	SMP	1	485.88	579.72	485.88	579.72	
1459350873	SMP	1	488.80	578.55	488.80	578.55	
1459359545	SMP	1	490.29	579.58	490.29	579.58	
1459367507	SMP	1	495.45	573.79	495.45	573.79	
1459375853	SMP	1	491.59	568.10	491.59	568.10	
1459384216	SMP	1	489.83	568.85	489.83	568.85	
1459392476	SMP	1	494.12	596.12	494.12	596.12	
1459400890	SMP	1	493.86	581.78	493.86	581.78	
1459409234	SMP	1	529.79	570.59	529.79	570.59	
1459417742	SMP	1	528.50	561.35	528.50	561.35	
1459425868	SMP	1	552.99	590.43	552.99	590.43	
1459434206	SMP	1	566.36	580.12	566.36	580.12	
1459442632	SMP	1	513.32	587.98	513.32	587.98	
1459450982	SMP	1	559.96	592.60	559.96	592.60	
1459459215	SMP	1	562.53	590.37	562.53	590.37	
1459467589	SMP	1	546.65	580.24	546.65	580.24	
1459476002	SMP	1	535.05	582.52	535.05	582.52	
1459484236	SMP	1	519.29	574.17	519.29	574.17	
1459492607	SMP	1	526.41	558.14	526.41	558.14	
1459500963	SMP	1	547.95	585.70	547.95	585.70	
1459509353	SMP	1	534.71	580.08	534.71	580.08	
1459517886	SMP	1	547.89	575.16	547.89	575.16	
1459526004	SMP	1	521.41	570.95	521.41	570.95	
1459534365	SMP	1	533.37	547.33	533.37	547.33	
1459542674	SMP	1	549.42	572.35	549.42	572.35	
1459550975	SMP	1	551.08	561.99	551.08	561.99	
1459559354	SMP	1	566.93	564.84	566.93	564.84	
1459567758	SMP	1	622.75	555.13	622.75	555.13	
1459576110	SMP	1	620.02	559.20	620.02	559.20	
1459584359	SMP	1	630.35	553.48	630.35	553.48	
1459592710	SMP	1	613.32	554.20	613.32	554.20	
1459601132	SMP	1	616.52	551.85	616.52	551.85	
1459609350	SMP	1	610.28	555.16	610.28	555.16	
1459617745	SMP	1	614.21	558.54	614.21	558.54	
1459626088	SMP	1	615.15	548.00	615.15	548.00	
1459634480	SMP	1	621.22	550.10	621.22	550.10	
1459642723	SMP	1	619.53	549.98	619.53	549.98	
1459651105	SMP	1	624.02	552.49	624.02	552.49	
1459659506	SMP	1	623.59	549.49	623.59	549.49	
1459667908	SMP	1	622.02	553.13	622.02	553.13	
1459676125	SMP	1	621.86	553.76	621.86	553.76	
1459684501	SMP	1	623.66	556.52	623.66	556.52	
1459692837	SMP	1	620.75	557.26	620.75	557.26	
1459701208	SMP	1	621.65	558.37	621.65	558.37	
1459709481	SMP	1	623.32	559.27	623.32	559.27	
1459717844	SMP	1	622.77	562.83	622.77	562.83	
1459726227	SMP	1	623.06	561.59	623.06	561.59	
1459734563	SMP	1	621.14	564.64	621.14	564.64	
1459742788	SMP	1	620.69	565.23	620.69	565.23	
1459751213	SMP	1	623.06	563.35	623.06	563.35	
1459759596	SMP	1	621.36	568.22	621.36	568.22	
1459767827	SMP	1	619.97	566.98	619.97	566.98	
1459776243	SMP	1	618.07	572.59	618.07	572.59	
1459784602	SMP	1	617.60	570.71	617.60	570.71	
1459793007	SMP	1	620.61	565.91	620.61	565.91	
1459801256	SMP	1	611.97	575.66	611.97	575.66	
1459809590	SMP	1	620.47	561.77	620.47	561.77	
1459817972	SMP	1	629.14	561.67	629.14	561.67	
1459826337	SMP	1	624.01	565.81	624.01	565.81	
1459834576	SMP	1	615.52	572.19	615.52	572.19	
1459842996	SMP	1	622.54	570.75	622.54	570.75	
1459851373	SMP	1	616.05	570.01	616.05	570.01	
1459859687	SMP	1	616.24	564.34	616.24	564.34	
1459867964	SMP	1	618.16	566.06	618.16	566.06	
1459876368	SMP	1	628.34	554.46	628.34	554.46	
1459884717	SMP	1	613.01	575.13	613.01	575.13	
1459892963	SMP	1	613.65	573.90	613.65	573.90	
1459901364	SMP	1	612.22	581.22	612.22	581.22	
1459909722	SMP	1	623.36	572.38	623.36	572.38	
1459918063	SMP	1	615.73	561.14	615.73	561.14	
1459926370	SMP	1	612.10	581.09	612.10	581.09	
1459934667	SMP	1	612.98	579.05	612.98	579.05	
1459943029	SMP	1	621.33	581.01	621.33	581.01	
1459951490	SMP	1	624.10	577.51	624.10	577.51	
1459959724	SMP	1	607.76	588.45	607.76	588.45	
1459968083	SMP	1	610.88	590.04	610.88	590.04	
1459976482	SMP	1	624.53	579.82	624.53	579.82	
1459984842	SMP	1	625.38	581.78	625.38	581.78	
1459993055	SMP	1	604.44	584.80	604.44	584.80	
1460001506	SMP	1	614.00	577.49	614.00	577.49	
1460009840	SMP	1	606.20	587.73	606.20	587.73	
1460018206	SMP	1	619.76	580.55	619.76	580.55	
1460026479	SMP	1	636.55	583.43	636.55	583.43	
1460034853	SMP	1	630.51	581.03	630.51	581.03	
1460043208	SMP	1	654.00	577.60	654.00	577.60	
1460051452	SMP	1	643.04	584.32	643.04	584.32	
1460059845	SMP	1	663.33	579.43	663.33	579.43	
1460068209	SMP	1	655.98	583.83	655.98	583.83	
1460076584	SMP	1	665.38	588.60	665.38	588.60	
1460084876	SMP	1	667.86	579.06	667.86	579.06	
1460093217	SMP	1	670.04	578.78	670.04	578.78	
1460101612	SMP	1	655.25	581.09	655.25	581.09	
1460109965	SMP	1	658.79	576.37	658.79	576.37	
1460118272	SMP	1	661.61	581.57	661.61	581.57	
1460126584	SMP	1	664.97	585.19	664.97	585.19	
1460134951	SMP	1	671.92	582.34	671.92	582.34	
1460143332	SMP	1	669.50	583.49	669.50	583.49	
1460151638	SMP	1	668.32	581.18	668.32	581.18	
1460159987	SMP	1	672.17	579.15	672.17	579.15	
1460168350	SMP	1	665.76	576.54	665.76	576.54	
1460176616	SMP	1	669.75	574.55	669.75	574.55	
1460184964	SMP	1	678.73	573.08	678.73	573.08	
1460193379	SMP	1	673.61	576.57	673.61	576.57	
1460201739	SMP	1	667.20	574.81	667.20	574.81	
1460209959	SMP	1	656.93	575.81	656.93	575.81	
1460218342	SMP	1	672.90	573.75	672.90	573.75	
1460226728	SMP	1	680.43	573.52	680.43	573.52	
1460235064	SMP	1	672.89	584.06	672.89	584.06	
1460243365	SMP	1	671.20	571.71	671.20	571.71	
1460251717	SMP	1	675.87	568.95	675.87	568.95	
1460260079	SMP	1	685.18	571.29	685.18	571.29	
1460268453	SMP	1	671.45	574.71	671.45	574.71	
1460276736	SMP	1	666.89	579.21	666.89	579.21	
1460285089	SMP	1	667.79	575.34	667.79	575.34	
1460293462	SMP	1	669.13	579.84	669.13	579.84	
1460301750	SMP	1	642.42	579.90	642.42	579.90	
1460310077	SMP	1	660.25	583.79	660.25	583.79	
1460318468	SMP	1	658.93	583.88	658.93	583.88	
1460326821	SMP	1	664.57	583.89	664.57	583.89	
1460335081	SMP	1	674.53	586.01	674.53	586.01	
1460343432	SMP	1	672.28	586.71	672.28	586.71	
1460351848	SMP	1	684.90	590.46	684.90	590.46	
1460360208	SMP	1	682.40	596.39	682.40	596.39	
1460368467	SMP	1	683.30	597.60	683.30	597.60	
1460376828	SMP	1	685.11	594.74	685.11	594.74	
1460385214	SMP	1	686.36	598.60	686.36	598.60	
1460393572	SMP	1	684.62	593.73	684.62	593.73	
1460401872	SMP	1	686.75	598.58	686.75	598.58	
1460410239	SMP	1	688.76	590.41	688.76	590.41	
1460418716	SMP	1	690.36	608.53	690.36	608.53	
1460426973	SMP	1	682.40	602.10	682.40	602.10	
1460435211	SMP	1	689.54	600.75	689.54	600.75	
1460443548	SMP	1	670.92	601.52	670.92	601.52	
1460451982	SMP	1	685.31	599.91	685.31	599.91	
1460460198	SMP	1	684.17	591.04	684.17	591.04	
1460468580	SMP	1	687.50	604.79	687.50	604.79	
1460476943	SMP	1	687.03	603.25	687.03	603.25	
1460485378	SMP	1	683.81	599.06	683.81	599.06	
1460493697	SMP	1	690.45	594.77	690.45	594.77	
1460501949	SMP	1	691.37	594.52	691.37	594.52	
1460510390	SMP	1	684.93	596.62	684.93	596.62	
1460518840	SMP	1	692.09	604.21	692.09	604.21	
1460526968	SMP	1	689.54	611.87	689.54	611.87	
1460535333	SMP	1	686.23	610.22	686.23	610.22	
1460543704	SMP	1	671.00	608.53	671.00	608.53	
1460552107	SMP	1	588.10	617.35	588.10	617.35	
1460560318	SMP	1	567.00	615.08	567.00	615.08	
1460568716	SMP	1	546.75	613.02	546.75	613.02	
1460577099	SMP	1	540.75	616.39	540.75	616.39	
1460585337	SMP	1	538.71	618.87	538.71	618.87	
1460593743	SMP	1	540.25	619.17	540.25	619.17	
1460602110	SMP	1	535.55	626.06	535.55	626.06	
1460610427	SMP	1	538.89	624.68	538.89	624.68	
1460618712	SMP	1	532.07	622.52	532.07	622.52	
1460627090	SMP	1	530.10	622.23	530.10	622.23	
1460635424	SMP	1	531.75	621.09	531.75	621.09	
1460643856	SMP	1	533.62	620.10	533.62	620.10	
1460652104	SMP	1	533.56	621.17	533.56	621.17	
1460660457	SMP	1	529.91	621.84	529.91	621.84	
1460668782	SMP	1	526.08	618.70	526.08	618.70	
1460677231	SMP	1	523.76	621.97	523.76	621.97	
1460685665	SMP	1	528.06	619.68	528.06	619.68	
1460693821	SMP	1	532.21	619.29	532.21	619.29	
1460702177	SMP	1	538.02	616.83	538.02	616.83	
1460710459	SMP	1	531.38	616.11	531.38	616.11	
1460718822	SMP	1	538.37	617.05	538.37	617.05	
1460727195	SMP	1	537.53	616.86	537.53	616.86	
1460735596	SMP	1	533.92	614.97	533.92	614.97	
1460743767	SMP	1	535.56	613.85	535.56	613.85	
1460752212	SMP	1	534.23	613.66	534.23	613.66	
1460760582	SMP	1	533.78	609.80	533.78	609.80	
1460768931	SMP	1	537.74	608.72	537.74	608.72	
1460777220	SMP	1	541.17	609.26	541.17	609.26	
1460785592	SMP	1	537.83	607.98	537.83	607.98	
1460793905	SMP	1	533.09	609.63	533.09	609.63	
1460802361	SMP	1	533.69	609.31	533.69	609.31	
1460810571	SMP	1	536.57	608.38	536.57	608.38	
1460818919	SMP	1	532.94	607.74	532.94	607.74	
1460827341	SMP	1	546.36	603.31	546.36	603.31	
1460835738	SMP	1	595.16	592.44	595.16	592.44	
1460843948	SMP	1	605.07	596.04	605.07	596.04	
1460852351	SMP	1	608.04	592.49	608.04	592.49	
1460860707	SMP	1	615.79	594.41	615.79	594.41	
1460868925	SMP	1	613.45	598.31	613.45	598.31	
1460877339	SMP	1	617.47	594.23	617.47	594.23	
1460885733	SMP	1	620.99	585.24	620.99	585.24	
1460894199	SMP	1	613.79	586.54	613.79	586.54	
1460902340	SMP	1	610.44	584.51	610.44	584.51	
1460910704	SMP	1	608.82	583.46	608.82	583.46	
