## [BeGaze]
## Converted from:	C:\Program Files\SMI\Experiment Suite 360\Experiment Center 2\Results\cogaid_rapidRead_1_8\P06-eye_data.idf
## Date:	28.03.2013 15:01:04
## Version:	BeGaze 3.2.28
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	1190
## Reversed:	none
## [Run]
## Subject:	P06
## Description:	Run1
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;105)
## Calibration Point 2:	Position(1512;262)
## Calibration Point 3:	Position(1260;945)
## Calibration Point 4:	Position(167;787)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR
##
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
1484860312	SMP	1	492.43	409.37	492.43	409.37	
1484869350	SMP	1	502.11	423.88	502.11	423.88	
1484876916	SMP	1	498.93	414.09	498.93	414.09	
1484885184	SMP	1	501.14	401.34	501.14	401.34	
1484893607	SMP	1	507.97	419.17	507.97	419.17	
1484901939	SMP	1	501.39	432.44	501.39	432.44	
1484910522	SMP	1	501.41	384.04	501.41	384.04	
1484918553	SMP	1	505.16	415.37	505.16	415.37	
1484926927	SMP	1	504.73	402.09	504.73	402.09	
1484935321	SMP	1	505.12	419.56	505.12	419.56	
1484943553	SMP	1	505.21	420.48	505.21	420.48	
1484951935	SMP	1	507.07	405.39	507.07	405.39	
1484960311	SMP	1	508.61	402.39	508.61	402.39	
1484968701	SMP	1	508.23	405.29	508.23	405.29	
1484976904	SMP	1	508.02	383.80	508.02	383.80	
1484985284	SMP	1	503.32	322.87	503.32	322.87	
1484993704	SMP	1	498.94	356.29	498.94	356.29	
1485002004	SMP	1	492.67	395.64	492.67	395.64	
1485010270	SMP	1	508.30	298.79	508.30	298.79	
1485018676	SMP	1	491.57	332.57	491.57	332.57	
1485026986	SMP	1	491.71	327.57	491.71	327.57	
1485035445	SMP	1	488.38	321.79	488.38	321.79	
1485043652	SMP	1	489.94	325.72	489.94	325.72	
1485052042	SMP	1	486.14	340.49	486.14	340.49	
1485060399	SMP	1	482.44	362.00	482.44	362.00	
1485068653	SMP	1	480.11	342.00	480.11	342.00	
1485077057	SMP	1	481.96	345.63	481.96	345.63	
1485085402	SMP	1	482.79	321.53	482.79	321.53	
1485093792	SMP	1	485.08	329.00	485.08	329.00	
1485102088	SMP	1	473.54	318.55	473.54	318.55	
1485110427	SMP	1	486.35	326.42	486.35	326.42	
1485118766	SMP	1	490.71	335.19	490.71	335.19	
1485127238	SMP	1	489.52	329.22	489.52	329.22	
1485135455	SMP	1	479.47	341.91	479.47	341.91	
1485143774	SMP	1	478.66	349.19	478.66	349.19	
1485152164	SMP	1	487.59	352.58	487.59	352.58	
1485160552	SMP	1	484.58	342.68	484.58	342.68	
1485168766	SMP	1	493.27	358.58	493.27	358.58	
1485177242	SMP	1	493.69	332.72	493.69	332.72	
1485185551	SMP	1	488.18	321.51	488.18	321.51	
1485193897	SMP	1	494.47	312.22	494.47	312.22	
1485202194	SMP	1	492.99	340.66	492.99	340.66	
1485210553	SMP	1	484.41	346.71	484.41	346.71	
1485218916	SMP	1	492.79	355.09	492.79	355.09	
1485227232	SMP	1	495.25	345.35	495.25	345.35	
1485235567	SMP	1	497.89	344.00	497.89	344.00	
1485243889	SMP	1	492.66	356.41	492.66	356.41	
1485252268	SMP	1	485.69	325.33	485.69	325.33	
1485260544	SMP	1	489.89	333.57	489.89	333.57	
1485268921	SMP	1	485.04	334.67	485.04	334.67	
1485277426	SMP	1	480.64	349.06	480.64	349.06	
1485285699	SMP	1	478.02	345.68	478.02	345.68	
1485293876	SMP	1	471.39	348.91	471.39	348.91	
1485302274	SMP	1	474.18	347.92	474.18	347.92	
1485310658	SMP	1	469.92	349.27	469.92	349.27	
1485319026	SMP	1	470.09	343.65	470.09	343.65	
1485327301	SMP	1	469.32	337.15	469.32	337.15	
1485335666	SMP	1	468.84	339.27	468.84	339.27	
1485344032	SMP	1	470.85	343.66	470.85	343.66	
1485352254	SMP	1	468.93	341.14	468.93	341.14	
1485360689	SMP	1	469.30	341.06	469.30	341.06	
1485369035	SMP	1	472.58	336.53	472.58	336.53	
1485377377	SMP	1	472.43	338.06	472.43	338.06	
1485385650	SMP	1	473.12	337.79	473.12	337.79	
1485394055	SMP	1	474.24	352.05	474.24	352.05	
1485402398	SMP	1	478.14	346.27	478.14	346.27	
1485410775	SMP	1	474.72	346.37	474.72	346.37	
1485418994	SMP	1	473.59	349.57	473.59	349.57	
1485427343	SMP	1	475.78	335.08	475.78	335.08	
1485435766	SMP	1	475.09	250.43	475.09	250.43	
1485444174	SMP	1	475.28	297.74	475.28	297.74	
1485452398	SMP	1	474.85	305.82	474.85	305.82	
1485460787	SMP	1	472.13	325.66	472.13	325.66	
1485469230	SMP	1	474.60	294.29	474.60	294.29	
1485477553	SMP	1	474.18	248.09	474.18	248.09	
1485485809	SMP	1	476.17	288.64	476.17	288.64	
1485494151	SMP	1	470.77	289.85	470.77	289.85	
1485502525	SMP	1	480.06	293.89	480.06	293.89	
1485510771	SMP	1	474.56	321.82	474.56	321.82	
1485519175	SMP	1	483.28	322.22	483.28	322.22	
1485527532	SMP	1	475.94	306.06	475.94	306.06	
1485535876	SMP	1	471.37	307.45	471.37	307.45	
1485544115	SMP	1	478.09	296.21	478.09	296.21	
1485552565	SMP	1	481.48	320.03	481.48	320.03	
1485560901	SMP	1	478.84	330.97	478.84	330.97	
1485569273	SMP	1	483.52	298.03	483.52	298.03	
1485577509	SMP	1	481.17	271.59	481.17	271.59	
1485585932	SMP	1	484.56	292.13	484.56	292.13	
1485594276	SMP	1	485.93	319.73	485.93	319.73	
1485602688	SMP	1	489.80	688.63	489.80	688.63	
1485610926	SMP	1	0.00	0.00	0.00	0.00	
1485619266	SMP	1	0.00	0.00	0.00	0.00	
1485627638	SMP	1	0.00	0.00	0.00	0.00	
1485635934	SMP	1	0.00	0.00	0.00	0.00	
1485652648	SMP	1	0.00	0.00	0.00	0.00	
1485661038	SMP	1	0.00	0.00	0.00	0.00	
1485669247	SMP	1	0.00	0.00	0.00	0.00	
1485677609	SMP	1	0.00	0.00	0.00	0.00	
1485686068	SMP	1	0.00	0.00	0.00	0.00	
1485694392	SMP	1	0.00	0.00	0.00	0.00	
1485711056	SMP	1	0.00	0.00	0.00	0.00	
1485719387	SMP	1	0.00	0.00	0.00	0.00	
1485727765	SMP	1	0.00	0.00	0.00	0.00	
1485735983	SMP	1	0.00	0.00	0.00	0.00	
1485744392	SMP	1	0.00	0.00	0.00	0.00	
1485752756	SMP	1	782.85	729.66	782.85	729.66	
1485761058	SMP	1	694.94	635.96	694.94	635.96	
1485769422	SMP	1	494.27	624.51	494.27	624.51	
1485777759	SMP	1	534.09	608.04	534.09	608.04	
1485786138	SMP	1	475.93	509.71	475.93	509.71	
1485794400	SMP	1	510.65	499.60	510.65	499.60	
1485802760	SMP	1	497.94	505.19	497.94	505.19	
1485811125	SMP	1	510.39	504.95	510.39	504.95	
1485819532	SMP	1	517.23	509.10	517.23	509.10	
1485827754	SMP	1	518.77	541.21	518.77	541.21	
1485836130	SMP	1	516.91	493.92	516.91	493.92	
1485844563	SMP	1	505.13	476.91	505.13	476.91	
1485852885	SMP	1	590.97	475.05	590.97	475.05	
1485861155	SMP	1	533.40	495.64	533.40	495.64	
1485869507	SMP	1	523.19	513.96	523.19	513.96	
1485877930	SMP	1	519.99	511.39	519.99	511.39	
1485886215	SMP	1	526.01	527.54	526.01	527.54	
1485894546	SMP	1	528.84	544.37	528.84	544.37	
1485902895	SMP	1	532.83	547.07	532.83	547.07	
1485911263	SMP	1	551.28	553.93	551.28	553.93	
1485919543	SMP	1	536.87	521.95	536.87	521.95	
1485927916	SMP	1	531.75	522.89	531.75	522.89	
1485936253	SMP	1	541.92	522.96	541.92	522.96	
1485944668	SMP	1	534.77	522.68	534.77	522.68	
1485952930	SMP	1	530.66	532.11	530.66	532.11	
1485961264	SMP	1	529.87	525.88	529.87	525.88	
1485969637	SMP	1	534.69	508.74	534.69	508.74	
1485977965	SMP	1	530.15	509.17	530.15	509.17	
1485986282	SMP	1	515.54	505.25	515.54	505.25	
1485994685	SMP	1	518.07	512.89	518.07	512.89	
1486003055	SMP	1	524.22	505.54	524.22	505.54	
1486011377	SMP	1	523.42	511.82	523.42	511.82	
1486019657	SMP	1	523.98	511.23	523.98	511.23	
1486027980	SMP	1	526.70	505.05	526.70	505.05	
1486036380	SMP	1	536.95	508.41	536.95	508.41	
1486044625	SMP	1	539.06	507.64	539.06	507.64	
1486053008	SMP	1	526.03	506.47	526.03	506.47	
1486061367	SMP	1	534.49	484.84	534.49	484.84	
1486069782	SMP	1	533.06	425.82	533.06	425.82	
1486078324	SMP	1	536.23	452.74	536.23	452.74	
1486086408	SMP	1	523.83	463.12	523.83	463.12	
1486094796	SMP	1	520.12	436.99	520.12	436.99	
1486103108	SMP	1	535.42	422.97	535.42	422.97	
1486111423	SMP	1	541.05	423.35	541.05	423.35	
1486119749	SMP	1	535.59	431.31	535.59	431.31	
1486128128	SMP	1	538.41	413.01	538.41	413.01	
1486136480	SMP	1	527.16	418.45	527.16	418.45	
1486144791	SMP	1	527.80	420.54	527.80	420.54	
1486153123	SMP	1	527.59	419.47	527.59	419.47	
1486161503	SMP	1	537.36	404.66	537.36	404.66	
1486169746	SMP	1	536.17	408.74	536.17	408.74	
1486178130	SMP	1	540.61	415.12	540.61	415.12	
1486186519	SMP	1	542.55	414.75	542.55	414.75	
1486194930	SMP	1	544.48	399.15	544.48	399.15	
1486203168	SMP	1	540.52	401.10	540.52	401.10	
1486211498	SMP	1	542.76	400.90	542.76	400.90	
1486219904	SMP	1	539.52	402.16	539.52	402.16	
1486228326	SMP	1	540.02	395.43	540.02	395.43	
1486236506	SMP	1	539.89	398.16	539.89	398.16	
1486244921	SMP	1	543.58	390.38	543.58	390.38	
1486253271	SMP	1	539.52	401.77	539.52	401.77	
1486261621	SMP	1	542.97	392.31	542.97	392.31	
1486269930	SMP	1	541.50	389.50	541.50	389.50	
1486278324	SMP	1	541.63	387.30	541.63	387.30	
1486286608	SMP	1	542.87	384.74	542.87	384.74	
1486294998	SMP	1	543.11	381.13	543.11	381.13	
1486303321	SMP	1	545.85	378.49	545.85	378.49	
1486311622	SMP	1	546.03	383.72	546.03	383.72	
1486319999	SMP	1	549.11	387.88	549.11	387.88	
1486328325	SMP	1	551.22	384.43	551.22	384.43	
1486336617	SMP	1	550.89	391.45	550.89	391.45	
1486345003	SMP	1	548.63	398.06	548.63	398.06	
1486353420	SMP	1	550.14	410.88	550.14	410.88	
1486361646	SMP	1	520.00	408.74	520.00	408.74	
1486370028	SMP	1	478.56	382.31	478.56	382.31	
1486378354	SMP	1	484.33	394.20	484.33	394.20	
1486386743	SMP	1	495.73	385.90	495.73	385.90	
1486395039	SMP	1	474.03	398.05	474.03	398.05	
1486403403	SMP	1	471.31	388.90	471.31	388.90	
1486411763	SMP	1	472.70	390.48	472.70	390.48	
1486420091	SMP	1	472.06	376.44	472.06	376.44	
1486428341	SMP	1	475.96	379.67	475.96	379.67	
1486436780	SMP	1	476.49	380.50	476.49	380.50	
1486445272	SMP	1	473.41	386.04	473.41	386.04	
1486453366	SMP	1	474.63	388.76	474.63	388.76	
1486461761	SMP	1	475.33	394.29	475.33	394.29	
1486470122	SMP	1	477.62	407.56	477.62	407.56	
1486478517	SMP	1	477.28	408.70	477.28	408.70	
1486486781	SMP	1	479.74	413.09	479.74	413.09	
1486495149	SMP	1	480.47	410.70	480.47	410.70	
1486503479	SMP	1	481.96	412.81	481.96	412.81	
1486511887	SMP	1	483.47	420.75	483.47	420.75	
1486520128	SMP	1	483.15	424.11	483.15	424.11	
1486528480	SMP	1	482.15	426.19	482.15	426.19	
1486536865	SMP	1	483.68	426.11	483.68	426.11	
1486545259	SMP	1	483.76	430.07	483.76	430.07	
1486553489	SMP	1	484.40	432.58	484.40	432.58	
1486561919	SMP	1	483.50	428.25	483.50	428.25	
1486570317	SMP	1	483.14	423.97	483.14	423.97	
1486578466	SMP	1	483.97	364.68	483.97	364.68	
1486586878	SMP	1	485.66	363.26	485.66	363.26	
1486595294	SMP	1	487.22	352.98	487.22	352.98	
1486603620	SMP	1	484.51	372.18	484.51	372.18	
1486611908	SMP	1	484.22	385.33	484.22	385.33	
1486620246	SMP	1	485.46	369.73	485.46	369.73	
1486628623	SMP	1	486.10	383.98	486.10	383.98	
1486637205	SMP	1	486.40	386.49	486.40	386.49	
1486645296	SMP	1	485.13	400.74	485.13	400.74	
1486653636	SMP	1	483.34	408.05	483.34	408.05	
1486661994	SMP	1	483.69	393.61	483.69	393.61	
1486670483	SMP	1	484.01	396.18	484.01	396.18	
1486678614	SMP	1	483.38	397.74	483.38	397.74	
1486687019	SMP	1	483.49	394.15	483.49	394.15	
1486695412	SMP	1	483.58	398.17	483.58	398.17	
1486703729	SMP	1	485.37	392.84	485.37	392.84	
1486711997	SMP	1	484.73	383.69	484.73	383.69	
1486720365	SMP	1	483.23	390.56	483.23	390.56	
1486728746	SMP	1	478.73	388.97	478.73	388.97	
1486737017	SMP	1	475.85	386.20	475.85	386.20	
1486745374	SMP	1	469.58	375.04	469.58	375.04	
1486753782	SMP	1	465.88	363.39	465.88	363.39	
1486762131	SMP	1	474.01	351.65	474.01	351.65	
1486770390	SMP	1	481.11	356.06	481.11	356.06	
1486778773	SMP	1	475.74	351.30	475.74	351.30	
1486787218	SMP	1	482.04	350.01	482.04	350.01	
1486795484	SMP	1	481.34	346.84	481.34	346.84	
1486803778	SMP	1	483.10	350.63	483.10	350.63	
1486812088	SMP	1	477.95	345.45	477.95	345.45	
1486820517	SMP	1	478.95	349.76	478.95	349.76	
1486828879	SMP	1	476.27	346.69	476.27	346.69	
1486837149	SMP	1	479.35	350.30	479.35	350.30	
1486845534	SMP	1	480.68	358.64	480.68	358.64	
1486853865	SMP	1	478.70	359.84	478.70	359.84	
1486862186	SMP	1	481.17	367.04	481.17	367.04	
1486870492	SMP	1	479.15	369.32	479.15	369.32	
1486878866	SMP	1	477.83	367.09	477.83	367.09	
1486887283	SMP	1	474.98	373.96	474.98	373.96	
1486895529	SMP	1	474.99	389.62	474.99	389.62	
1486903863	SMP	1	477.39	381.88	477.39	381.88	
1486912289	SMP	1	479.08	386.34	479.08	386.34	
1486920595	SMP	1	481.59	393.48	481.59	393.48	
1486928863	SMP	1	478.49	392.52	478.49	392.52	
1486937284	SMP	1	479.42	385.07	479.42	385.07	
1486945646	SMP	1	476.31	381.53	476.31	381.53	
1486953996	SMP	1	471.71	373.01	471.71	373.01	
1486962246	SMP	1	456.80	372.02	456.80	372.02	
1486970652	SMP	1	463.69	371.63	463.69	371.63	
1486979038	SMP	1	465.79	395.53	465.79	395.53	
1486987266	SMP	1	475.48	376.72	475.48	376.72	
1486995658	SMP	1	473.09	375.43	473.09	375.43	
1487003991	SMP	1	478.66	364.53	478.66	364.53	
1487012348	SMP	1	470.32	361.10	470.32	361.10	
1487020670	SMP	1	481.40	372.91	481.40	372.91	
1487029029	SMP	1	485.43	372.83	485.43	372.83	
1487037459	SMP	1	492.49	371.05	492.49	371.05	
1487045753	SMP	1	493.12	359.95	493.12	359.95	
1487054051	SMP	1	566.06	404.98	566.06	404.98	
1487062363	SMP	1	510.30	346.81	510.30	346.81	
1487070734	SMP	1	510.82	348.31	510.82	348.31	
1487079160	SMP	1	513.24	345.64	513.24	345.64	
1487087307	SMP	1	521.41	351.38	521.41	351.38	
1487095774	SMP	1	523.88	346.89	523.88	346.89	
1487104114	SMP	1	523.30	350.84	523.30	350.84	
1487112502	SMP	1	525.64	337.43	525.64	337.43	
1487120784	SMP	1	526.37	335.04	526.37	335.04	
1487129116	SMP	1	526.81	336.54	526.81	336.54	
1487137485	SMP	1	521.58	334.24	521.58	334.24	
1487145770	SMP	1	521.55	327.17	521.55	327.17	
1487154156	SMP	1	519.22	326.07	519.22	326.07	
1487162491	SMP	1	520.47	324.63	520.47	324.63	
1487170869	SMP	1	516.42	304.91	516.42	304.91	
1487179085	SMP	1	513.62	289.10	513.62	289.10	
1487187503	SMP	1	510.74	303.86	510.74	303.86	
1487195889	SMP	1	507.11	278.70	507.11	278.70	
1487204280	SMP	1	502.19	281.79	502.19	281.79	
1487212457	SMP	1	498.01	281.32	498.01	281.32	
1487220885	SMP	1	498.14	268.30	498.14	268.30	
1487229200	SMP	1	493.90	297.05	493.90	297.05	
1487237638	SMP	1	493.71	286.36	493.71	286.36	
1487245836	SMP	1	495.90	304.86	495.90	304.86	
1487254232	SMP	1	490.65	299.67	490.65	299.67	
1487262604	SMP	1	490.55	300.10	490.55	300.10	
1487270884	SMP	1	489.22	299.75	489.22	299.75	
1487279271	SMP	1	487.91	287.77	487.91	287.77	
1487287629	SMP	1	485.40	281.15	485.40	281.15	
1487295961	SMP	1	486.89	280.17	486.89	280.17	
1487304218	SMP	1	488.17	278.29	488.17	278.29	
1487312654	SMP	1	486.97	281.17	486.97	281.17	
1487321013	SMP	1	485.14	272.87	485.14	272.87	
1487329379	SMP	1	488.10	280.39	488.10	280.39	
1487337603	SMP	1	488.34	267.15	488.34	267.15	
1487346017	SMP	1	486.05	264.17	486.05	264.17	
1487354355	SMP	1	487.29	260.16	487.29	260.16	
1487362784	SMP	1	489.58	257.61	489.58	257.61	
1487370992	SMP	1	492.87	258.85	492.87	258.85	
1487379373	SMP	1	495.98	260.99	495.98	260.99	
1487387724	SMP	1	498.71	252.93	498.71	252.93	
1487396040	SMP	1	501.75	264.05	501.75	264.05	
1487404367	SMP	1	504.17	258.61	504.17	258.61	
1487412724	SMP	1	507.71	260.60	507.71	260.60	
1487421196	SMP	1	508.63	263.55	508.63	263.55	
1487429347	SMP	1	494.23	261.55	494.23	261.55	
1487437699	SMP	1	439.84	262.21	439.84	262.21	
1487446157	SMP	1	446.01	259.94	446.01	259.94	
1487454505	SMP	1	441.43	267.83	441.43	267.83	
1487462735	SMP	1	447.26	257.57	447.26	257.57	
1487471114	SMP	1	446.32	265.37	446.32	265.37	
1487479498	SMP	1	442.66	260.09	442.66	260.09	
1487487909	SMP	1	443.69	262.56	443.69	262.56	
1487496119	SMP	1	441.35	276.55	441.35	276.55	
1487504441	SMP	1	441.18	273.24	441.18	273.24	
1487512851	SMP	1	426.65	256.06	426.65	256.06	
1487521268	SMP	1	415.80	266.22	415.80	266.22	
1487529524	SMP	1	433.78	271.00	433.78	271.00	
1487537855	SMP	1	420.23	289.36	420.23	289.36	
1487546246	SMP	1	385.38	296.75	385.38	296.75	
1487554515	SMP	1	424.95	296.39	424.95	296.39	
1487562864	SMP	1	419.26	281.97	419.26	281.97	
1487571248	SMP	1	403.14	292.97	403.14	292.97	
1487579624	SMP	1	437.80	314.63	437.80	314.63	
1487587863	SMP	1	432.62	306.08	432.62	306.08	
1487596255	SMP	1	476.66	308.74	476.66	308.74	
1487604631	SMP	1	455.79	301.08	455.79	301.08	
1487613113	SMP	1	454.18	307.51	454.18	307.51	
1487621233	SMP	1	431.60	259.16	431.60	259.16	
1487629583	SMP	1	423.69	295.70	423.69	295.70	
1487638007	SMP	1	437.92	300.27	437.92	300.27	
1487646395	SMP	1	436.98	308.25	436.98	308.25	
1487654598	SMP	1	500.74	342.93	500.74	342.93	
1487662989	SMP	1	542.20	319.30	542.20	319.30	
1487671362	SMP	1	621.47	360.64	621.47	360.64	
1487679631	SMP	1	606.90	343.61	606.90	343.61	
1487687987	SMP	1	620.17	324.29	620.17	324.29	
1487696391	SMP	1	625.84	337.15	625.84	337.15	
1487704724	SMP	1	643.81	337.90	643.81	337.90	
1487713024	SMP	1	634.49	354.33	634.49	354.33	
1487721381	SMP	1	611.77	358.69	611.77	358.69	
1487729730	SMP	1	615.18	370.74	615.18	370.74	
1487738113	SMP	1	597.67	374.74	597.67	374.74	
1487746362	SMP	1	608.33	367.64	608.33	367.64	
1487754719	SMP	1	614.11	362.63	614.11	362.63	
1487763169	SMP	1	606.80	355.91	606.80	355.91	
1487771505	SMP	1	609.51	373.55	609.51	373.55	
1487779759	SMP	1	608.70	374.08	608.70	374.08	
1487788099	SMP	1	682.34	396.03	682.34	396.03	
1487796487	SMP	1	612.49	379.69	612.49	379.69	
1487804852	SMP	1	616.19	386.60	616.19	386.60	
1487813080	SMP	1	628.79	383.61	628.79	383.61	
1487821496	SMP	1	637.31	417.70	637.31	417.70	
1487829863	SMP	1	634.43	413.95	634.43	413.95	
1487838205	SMP	1	638.72	424.44	638.72	424.44	
1487846519	SMP	1	642.16	410.37	642.16	410.37	
1487854828	SMP	1	604.06	416.94	604.06	416.94	
1487863228	SMP	1	594.86	424.32	594.86	424.32	
1487871501	SMP	1	577.58	415.53	577.58	415.53	
1487879871	SMP	1	567.08	420.23	567.08	420.23	
1487888259	SMP	1	558.14	429.91	558.14	429.91	
1487896639	SMP	1	559.35	435.29	559.35	435.29	
1487904840	SMP	1	554.33	428.49	554.33	428.49	
1487913222	SMP	1	553.93	427.10	553.93	427.10	
1487921603	SMP	1	557.02	435.95	557.02	435.95	
1487929980	SMP	1	553.48	432.63	553.48	432.63	
1487938206	SMP	1	557.90	438.03	557.90	438.03	
1487946660	SMP	1	566.37	439.18	566.37	439.18	
1487955017	SMP	1	558.82	441.69	558.82	441.69	
1487963224	SMP	1	539.62	441.12	539.62	441.12	
1487971617	SMP	1	507.16	450.76	507.16	450.76	
1487979982	SMP	1	498.35	452.71	498.35	452.71	
1487988313	SMP	1	484.90	460.60	484.90	460.60	
1487996591	SMP	1	524.99	466.28	524.99	466.28	
1488005003	SMP	1	555.31	460.25	555.31	460.25	
1488013336	SMP	1	553.39	460.94	553.39	460.94	
1488021741	SMP	1	572.75	455.02	572.75	455.02	
1488029987	SMP	1	563.68	450.82	563.68	450.82	
1488038352	SMP	1	466.17	455.34	466.17	455.34	
1488046744	SMP	1	459.88	453.59	459.88	453.59	
1488055095	SMP	1	457.71	439.27	457.71	439.27	
1488063346	SMP	1	471.23	425.03	471.23	425.03	
1488071744	SMP	1	471.59	413.58	471.59	413.58	
1488080148	SMP	1	465.94	415.82	465.94	415.82	
1488088309	SMP	1	467.98	406.79	467.98	406.79	
1488096755	SMP	1	475.16	401.57	475.16	401.57	
1488105079	SMP	1	465.60	409.78	465.60	409.78	
1488113517	SMP	1	461.25	406.82	461.25	406.82	
1488121720	SMP	1	452.77	405.96	452.77	405.96	
1488130089	SMP	1	465.46	402.84	465.46	402.84	
1488138453	SMP	1	466.84	403.20	466.84	403.20	
1488146890	SMP	1	457.31	402.86	457.31	402.86	
1488155100	SMP	1	457.82	406.20	457.82	406.20	
1488163525	SMP	1	451.17	406.22	451.17	406.22	
1488171824	SMP	1	449.31	408.48	449.31	408.48	
1488180255	SMP	1	450.45	405.46	450.45	405.46	
1488188441	SMP	1	452.62	401.27	452.62	401.27	
1488196861	SMP	1	442.22	404.83	442.22	404.83	
1488205219	SMP	1	440.34	402.03	440.34	402.03	
1488213591	SMP	1	456.47	402.34	456.47	402.34	
1488221865	SMP	1	461.59	405.05	461.59	405.05	
1488230216	SMP	1	454.45	401.15	454.45	401.15	
1488238607	SMP	1	457.34	397.75	457.34	397.75	
1488246883	SMP	1	453.28	394.64	453.28	394.64	
1488255218	SMP	1	462.72	383.97	462.72	383.97	
1488263586	SMP	1	469.99	383.97	469.99	383.97	
1488272053	SMP	1	470.84	399.11	470.84	399.11	
1488280244	SMP	1	474.21	407.05	474.21	407.05	
1488288620	SMP	1	475.54	401.77	475.54	401.77	
1488296990	SMP	1	477.24	422.40	477.24	422.40	
1488305335	SMP	1	476.37	405.19	476.37	405.19	
1488313585	SMP	1	473.16	415.59	473.16	415.59	
1488322001	SMP	1	472.25	410.33	472.25	410.33	
1488330382	SMP	1	469.22	413.16	469.22	413.16	
1488338718	SMP	1	476.32	415.70	476.32	415.70	
