## [BeGaze]
## Converted from:	C:\Program Files\SMI\Experiment Suite 360\Experiment Center 2\Results\cogaid_rapidRead_1_8\P06-eye_data.idf
## Date:	28.03.2013 15:01:04
## Version:	BeGaze 3.2.28
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	783
## Reversed:	none
## [Run]
## Subject:	P06
## Description:	Run1
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;105)
## Calibration Point 2:	Position(1512;262)
## Calibration Point 3:	Position(1260;945)
## Calibration Point 4:	Position(167;787)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR
##
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
1502027308	SMP	1	798.19	556.69	798.19	556.69	
1502035760	SMP	1	814.13	565.75	814.13	565.75	
1502044115	SMP	1	825.34	567.70	825.34	567.70	
1502052372	SMP	1	826.92	567.32	826.92	567.32	
1502060899	SMP	1	832.87	555.48	832.87	555.48	
1502069130	SMP	1	837.01	551.89	837.01	551.89	
1502077481	SMP	1	838.16	557.95	838.16	557.95	
1502085744	SMP	1	836.35	558.97	836.35	558.97	
1502094119	SMP	1	837.10	552.69	837.10	552.69	
1502102471	SMP	1	840.23	563.96	840.23	563.96	
1502110884	SMP	1	845.62	560.33	845.62	560.33	
1502119102	SMP	1	849.90	556.48	849.90	556.48	
1502127436	SMP	1	846.74	552.03	846.74	552.03	
1502135829	SMP	1	844.25	545.89	844.25	545.89	
1502144276	SMP	1	839.76	544.91	839.76	544.91	
1502152474	SMP	1	849.27	534.20	849.27	534.20	
1502160881	SMP	1	847.12	548.04	847.12	548.04	
1502169201	SMP	1	847.46	551.01	847.46	551.01	
1502177471	SMP	1	848.59	543.04	848.59	543.04	
1502185849	SMP	1	845.67	542.48	845.67	542.48	
1502194272	SMP	1	847.61	545.81	847.61	545.81	
1502202568	SMP	1	852.90	545.95	852.90	545.95	
1502210893	SMP	1	851.06	545.84	851.06	545.84	
1502219238	SMP	1	851.38	546.65	851.38	546.65	
1502227635	SMP	1	847.52	549.05	847.52	549.05	
1502236027	SMP	1	844.78	552.61	844.78	552.61	
1502244224	SMP	1	793.24	553.32	793.24	553.32	
1502252611	SMP	1	783.75	549.38	783.75	549.38	
1502261022	SMP	1	759.95	545.29	759.95	545.29	
1502269314	SMP	1	756.53	540.12	756.53	540.12	
1502277638	SMP	1	771.10	538.63	771.10	538.63	
1502285958	SMP	1	760.56	538.47	760.56	538.47	
1502294332	SMP	1	741.09	474.75	741.09	474.75	
1502302615	SMP	1	716.59	508.21	716.59	508.21	
1502311008	SMP	1	737.29	507.84	737.29	507.84	
1502319312	SMP	1	712.84	502.63	712.84	502.63	
1502327721	SMP	1	771.38	499.53	771.38	499.53	
1502335955	SMP	1	694.66	486.80	694.66	486.80	
1502344361	SMP	1	677.85	491.34	677.85	491.34	
1502352771	SMP	1	713.82	480.83	713.82	480.83	
1502361181	SMP	1	712.61	491.43	712.61	491.43	
1502369354	SMP	1	709.72	488.09	709.72	488.09	
1502377715	SMP	1	713.81	482.86	713.81	482.86	
1502386132	SMP	1	720.64	474.60	720.64	474.60	
1502394471	SMP	1	721.69	473.67	721.69	473.67	
1502402716	SMP	1	727.44	478.68	727.44	478.68	
1502411112	SMP	1	732.06	475.80	732.06	475.80	
1502419440	SMP	1	734.99	471.65	734.99	471.65	
1502427685	SMP	1	729.60	472.54	729.60	472.54	
1502436125	SMP	1	727.17	486.59	727.17	486.59	
1502444474	SMP	1	727.78	480.70	727.78	480.70	
1502452840	SMP	1	737.30	487.56	737.30	487.56	
1502461105	SMP	1	731.90	479.41	731.90	479.41	
1502469513	SMP	1	731.70	479.59	731.70	479.59	
1502477944	SMP	1	731.13	479.45	731.13	479.45	
1502486244	SMP	1	730.71	482.26	730.71	482.26	
1502494468	SMP	1	727.46	482.49	727.46	482.49	
1502502844	SMP	1	729.92	484.08	729.92	484.08	
1502511234	SMP	1	725.64	488.80	725.64	488.80	
1502519603	SMP	1	728.95	489.56	728.95	489.56	
1502527799	SMP	1	727.49	485.34	727.49	485.34	
1502536245	SMP	1	728.88	488.39	728.88	488.39	
1502544614	SMP	1	726.65	488.10	726.65	488.10	
1502552985	SMP	1	725.93	493.12	725.93	493.12	
1502561222	SMP	1	725.13	494.49	725.13	494.49	
1502569599	SMP	1	724.06	495.70	724.06	495.70	
1502578026	SMP	1	723.93	495.44	723.93	495.44	
1502586244	SMP	1	725.01	501.23	725.01	501.23	
1502594648	SMP	1	727.54	501.04	727.54	501.04	
1502602968	SMP	1	724.54	504.62	724.54	504.62	
1502611365	SMP	1	719.80	505.79	719.80	505.79	
1502619589	SMP	1	720.40	511.64	720.40	511.64	
1502628053	SMP	1	720.61	515.20	720.61	515.20	
1502636366	SMP	1	719.80	516.71	719.80	516.71	
1502644718	SMP	1	720.02	519.91	720.02	519.91	
1502652967	SMP	1	718.74	520.70	718.74	520.70	
1502661372	SMP	1	729.25	519.98	729.25	519.98	
1502669799	SMP	1	772.89	526.05	772.89	526.05	
1502678109	SMP	1	801.34	530.81	801.34	530.81	
1502686349	SMP	1	821.98	526.90	821.98	526.90	
1502694664	SMP	1	836.07	522.82	836.07	522.82	
1502703129	SMP	1	838.26	524.85	838.26	524.85	
1502711384	SMP	1	834.10	520.15	834.10	520.15	
1502719730	SMP	1	833.79	514.62	833.79	514.62	
1502728041	SMP	1	836.78	510.09	836.78	510.09	
1502736487	SMP	1	838.00	507.05	838.00	507.05	
1502744714	SMP	1	839.04	503.97	839.04	503.97	
1502753131	SMP	1	835.60	502.72	835.60	502.72	
1502761476	SMP	1	839.43	494.31	839.43	494.31	
1502769843	SMP	1	841.42	494.76	841.42	494.76	
1502778036	SMP	1	843.25	492.56	843.25	492.56	
1502786502	SMP	1	842.03	490.67	842.03	490.67	
1502794847	SMP	1	839.37	486.66	839.37	486.66	
1502803225	SMP	1	839.91	485.73	839.91	485.73	
1502811477	SMP	1	837.17	485.45	837.17	485.45	
1502819843	SMP	1	838.66	488.11	838.66	488.11	
1502828186	SMP	1	822.81	477.83	822.81	477.83	
1502836498	SMP	1	821.29	477.48	821.29	477.48	
1502845004	SMP	1	823.92	478.85	823.92	478.85	
1502853211	SMP	1	829.97	488.81	829.97	488.81	
1502861650	SMP	1	824.76	487.86	824.76	487.86	
1502869862	SMP	1	831.72	490.14	831.72	490.14	
1502878180	SMP	1	829.22	495.43	829.22	495.43	
1502886618	SMP	1	831.95	495.43	831.95	495.43	
1502894962	SMP	1	831.26	500.65	831.26	500.65	
1502903205	SMP	1	833.65	498.78	833.65	498.78	
1502911636	SMP	1	835.71	493.61	835.71	493.61	
1502919972	SMP	1	833.57	497.62	833.57	497.62	
1502928358	SMP	1	834.12	499.35	834.12	499.35	
1502936581	SMP	1	834.99	499.41	834.99	499.41	
1502945006	SMP	1	837.33	497.36	837.33	497.36	
1502953349	SMP	1	833.25	490.90	833.25	490.90	
1502961751	SMP	1	837.01	493.29	837.01	493.29	
1502969986	SMP	1	837.25	493.88	837.25	493.88	
1502978357	SMP	1	834.66	494.39	834.66	494.39	
1502986730	SMP	1	828.75	490.39	828.75	490.39	
1502995004	SMP	1	826.22	491.15	826.22	491.15	
1503003297	SMP	1	825.79	496.01	825.79	496.01	
1503011712	SMP	1	826.10	489.85	826.10	489.85	
1503020082	SMP	1	846.79	499.51	846.79	499.51	
1503028380	SMP	1	852.58	505.30	852.58	505.30	
1503036746	SMP	1	860.66	509.14	860.66	509.14	
1503045085	SMP	1	863.15	509.74	863.15	509.74	
1503053460	SMP	1	861.44	510.63	861.44	510.63	
1503061710	SMP	1	869.88	506.26	869.88	506.26	
1503070089	SMP	1	870.82	506.68	870.82	506.68	
1503078498	SMP	1	873.60	507.96	873.60	507.96	
1503086853	SMP	1	862.38	506.07	862.38	506.07	
1503095100	SMP	1	871.48	508.50	871.48	508.50	
1503103539	SMP	1	862.50	505.25	862.50	505.25	
1503111877	SMP	1	864.58	511.87	864.58	511.87	
1503120047	SMP	1	858.90	513.56	858.90	513.56	
1503128463	SMP	1	861.99	508.21	861.99	508.21	
1503136837	SMP	1	859.77	502.78	859.77	502.78	
1503145206	SMP	1	868.17	512.02	868.17	512.02	
1503153496	SMP	1	856.04	508.13	856.04	508.13	
1503161873	SMP	1	873.04	492.08	873.04	492.08	
1503170211	SMP	1	877.67	505.40	877.67	505.40	
1503178613	SMP	1	878.89	508.28	878.89	508.28	
1503186925	SMP	1	876.60	490.50	876.60	490.50	
1503195230	SMP	1	887.01	509.88	887.01	509.88	
1503203583	SMP	1	891.20	500.97	891.20	500.97	
1503211988	SMP	1	874.98	498.65	874.98	498.65	
1503220215	SMP	1	897.16	506.84	897.16	506.84	
1503228584	SMP	1	902.80	471.65	902.80	471.65	
1503237046	SMP	1	906.62	516.92	906.62	516.92	
1503245356	SMP	1	899.04	487.46	899.04	487.46	
1503253577	SMP	1	914.61	514.13	914.61	514.13	
1503261964	SMP	1	913.52	485.87	913.52	485.87	
1503270371	SMP	1	916.01	514.55	916.01	514.55	
1503278583	SMP	1	917.16	483.28	917.16	483.28	
1503287034	SMP	1	917.56	524.97	917.56	524.97	
1503295311	SMP	1	919.55	478.68	919.55	478.68	
1503303684	SMP	1	920.50	471.53	920.50	471.53	
1503311977	SMP	1	915.30	523.32	915.30	523.32	
1503320324	SMP	1	918.88	522.25	918.88	522.25	
1503328702	SMP	1	918.03	482.06	918.03	482.06	
1503337055	SMP	1	772.82	492.91	772.82	492.91	
1503345376	SMP	1	752.84	483.53	752.84	483.53	
1503353705	SMP	1	752.14	470.52	752.14	470.52	
1503362120	SMP	1	744.27	460.46	744.27	460.46	
1503370485	SMP	1	737.12	445.69	737.12	445.69	
1503378709	SMP	1	731.11	462.02	731.11	462.02	
1503387033	SMP	1	732.42	445.49	732.42	445.49	
1503395480	SMP	1	727.60	487.66	727.60	487.66	
1503403705	SMP	1	716.34	497.37	716.34	497.37	
1503412079	SMP	1	721.51	463.48	721.51	463.48	
1503420428	SMP	1	726.11	479.47	726.11	479.47	
1503428871	SMP	1	722.28	468.69	722.28	468.69	
1503437044	SMP	1	717.10	481.83	717.10	481.83	
1503445449	SMP	1	713.54	482.78	713.54	482.78	
1503453835	SMP	1	713.12	494.74	713.12	494.74	
1503462237	SMP	1	713.18	498.22	713.18	498.22	
1503470470	SMP	1	716.92	493.81	716.92	493.81	
1503478865	SMP	1	710.73	506.33	710.73	506.33	
1503487275	SMP	1	720.65	499.80	720.65	499.80	
1503495579	SMP	1	722.52	506.97	722.52	506.97	
1503503881	SMP	1	727.94	504.17	727.94	504.17	
1503512243	SMP	1	728.27	514.85	728.27	514.85	
1503520578	SMP	1	721.14	506.58	721.14	506.58	
1503528826	SMP	1	732.77	511.66	732.77	511.66	
1503537226	SMP	1	737.30	519.79	737.30	519.79	
1503545560	SMP	1	727.66	512.93	727.66	512.93	
1503553991	SMP	1	731.87	517.19	731.87	517.19	
1503562209	SMP	1	738.78	515.92	738.78	515.92	
1503570596	SMP	1	736.83	520.10	736.83	520.10	
1503578941	SMP	1	735.20	525.93	735.20	525.93	
1503587357	SMP	1	733.01	531.21	733.01	531.21	
1503595624	SMP	1	733.08	526.84	733.08	526.84	
1503603954	SMP	1	734.92	522.39	734.92	522.39	
1503612357	SMP	1	735.85	522.53	735.85	522.53	
1503620696	SMP	1	730.80	527.35	730.80	527.35	
1503628938	SMP	1	732.41	529.13	732.41	529.13	
1503637350	SMP	1	728.71	529.25	728.71	529.25	
1503645795	SMP	1	727.22	533.40	727.22	533.40	
1503654079	SMP	1	727.35	528.35	727.35	528.35	
1503662351	SMP	1	727.43	532.66	727.43	532.66	
1503670711	SMP	1	725.83	528.56	725.83	528.56	
1503679118	SMP	1	722.43	531.69	722.43	531.69	
1503687327	SMP	1	723.15	524.16	723.15	524.16	
1503695695	SMP	1	720.60	531.74	720.60	531.74	
1503704012	SMP	1	721.49	534.91	721.49	534.91	
1503712492	SMP	1	719.67	533.74	719.67	533.74	
1503720723	SMP	1	719.72	530.56	719.72	530.56	
1503729074	SMP	1	718.67	530.24	718.67	530.24	
1503737469	SMP	1	719.26	531.43	719.26	531.43	
1503745865	SMP	1	717.84	533.88	717.84	533.88	
1503754099	SMP	1	724.16	539.20	724.16	539.20	
1503762460	SMP	1	830.21	546.30	830.21	546.30	
1503770843	SMP	1	843.85	541.88	843.85	541.88	
1503779184	SMP	1	843.33	548.51	843.33	548.51	
1503787469	SMP	1	839.80	542.67	839.80	542.67	
1503795836	SMP	1	843.45	539.35	843.45	539.35	
1503804208	SMP	1	844.31	536.10	844.31	536.10	
1503812427	SMP	1	833.61	545.09	833.61	545.09	
1503820976	SMP	1	842.33	549.60	842.33	549.60	
1503829238	SMP	1	845.03	541.75	845.03	541.75	
1503837598	SMP	1	846.94	539.43	846.94	539.43	
1503845837	SMP	1	847.19	527.57	847.19	527.57	
1503854285	SMP	1	847.10	527.57	847.10	527.57	
1503862575	SMP	1	844.57	528.82	844.57	528.82	
